Loading xml library ...
Element not handled: uma:additionallyPerformedBy=_Nl22wou6EemyBLjcQ79CyA
Element not handled: uma:assistedBy=_ytPGYK_HEemRF4v6c146Vw
Element not handled: uma:mandatoryInput=_Nl3d0Iu6EemyBLjcQ79CyA
Element not handled: uma:mandatoryInput=_8eEA4K-_EemRF4v6c146Vw
Element not handled: uma:mandatoryInput=_rZASgK_BEemRF4v6c146Vw
Element not handled: uma:mandatoryInput=_s9kpUK_REemRF4v6c146Vw
Element not handled: uma:mandatoryInput=_pofKELhnEemp1JY05E_Q9A
Element not handled: uma:output=_pGo9sAPIEeqjbeHa5XlctQ
Element not handled: uma:performedPrimarilyBy=_Nl22wIu6EemyBLjcQ79CyA
 === processing element WorkProductDescriptor: deliverables_acceptance_plan
 === processing element Phase: Executing
 === processing element ActivityDescription: Executing,_EYKRwYuyEemyBLjcQ79CyA
Element not handled: uma:breakdownElement=org.eclipse.epf.xml.uma.impl.TaskDescriptorImpl@943c4e (name: Organize The Executing Kick-Off Meeting) (group: [uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@1bb2134 (name: descriptor_localUsingInfo) (value: _Yp4lIK-6EemRF4v6c146Vw/performedPrimarilyBy/_mYxQwbfuEem7QckxbB4RWQ/mandatoryInput/_mYxQwrfuEem7QckxbB4RWQ/mandatoryInput/_mYxQw7fuEem7QckxbB4RWQ/mandatoryInput/_mYx30LfuEem7QckxbB4RWQ/mandatoryInput/_iZrwILheEemp1JY05E_Q9A/assistedBy/_YzCa4LfuEem7QckxbB4RWQ/additionallyPerformedBy/_n5_b8PhlEempbtyQcmw4Ww/mandatoryInput/_n5_b8fhlEempbtyQcmw4Ww/mandatoryInput/_c3gl0LgCEemz84Wa1wAnQw/output)], briefDescription: , id: _eYFNQLftEem7QckxbB4RWQ, orderingGuide: , presentationName: Organize The Executing Kick-Off Meeting, suppressed: false) (fulfill: null, isAbstract: false, nodeicon: null, shapeicon: null) (presentedAfter: null, presentedBefore: null, planningData: null, superActivity: _EYKRwYuyEemyBLjcQ79CyA, group1: null, hasMultipleOccurrences: false, isOptional: false, isPlanned: true, prefix: ) (group2: null, isEventDriven: false, isOngoing: false, isRepeatable: false) (task: null, group3: [uma:additionallyPerformedBy=_YzCa4LfuEem7QckxbB4RWQ, uma:assistedBy=_iZrwILheEemp1JY05E_Q9A, uma:mandatoryInput=_mYxQwbfuEem7QckxbB4RWQ, uma:mandatoryInput=_mYxQwrfuEem7QckxbB4RWQ, uma:mandatoryInput=_mYxQw7fuEem7QckxbB4RWQ, uma:mandatoryInput=_mYx30LfuEem7QckxbB4RWQ, uma:mandatoryInput=_n5_b8PhlEempbtyQcmw4Ww, uma:mandatoryInput=_n5_b8fhlEempbtyQcmw4Ww, uma:output=_c3gl0LgCEemz84Wa1wAnQw, uma:performedPrimarilyBy=_Yp4lIK-6EemRF4v6c146Vw], isSynchronizedWithSource: false)
Element not handled: uma:breakdownElement=org.eclipse.epf.xml.uma.impl.TaskDescriptorImpl@1782b3d (name: Assign Work) (group: [uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@b8ac (name: descriptor_localUsingInfo) (value: _Yp4lIK-6EemRF4v6c146Vw/performedPrimarilyBy/_mYxQw7fuEem7QckxbB4RWQ/mandatoryInput/_mYx30LfuEem7QckxbB4RWQ/mandatoryInput/_1A0NULfwEem7QckxbB4RWQ/output/_u2i5cLheEemp1JY05E_Q9A/assistedBy/_YzCa4LfuEem7QckxbB4RWQ/additionallyPerformedBy)], briefDescription: , id: _UhUCgK-UEemdbq4CQjKUEg, orderingGuide: , presentationName: Coordinate The Project, suppressed: false) (fulfill: null, isAbstract: false, nodeicon: null, shapeicon: null) (presentedAfter: null, presentedBefore: null, planningData: null, superActivity: _EYKRwYuyEemyBLjcQ79CyA, group1: null, hasMultipleOccurrences: false, isOptional: false, isPlanned: false, prefix: ) (group2: null, isEventDriven: false, isOngoing: true, isRepeatable: false) (task: null, group3: [uma:additionallyPerformedBy=_YzCa4LfuEem7QckxbB4RWQ, uma:assistedBy=_u2i5cLheEemp1JY05E_Q9A, uma:mandatoryInput=_mYxQw7fuEem7QckxbB4RWQ, uma:mandatoryInput=_mYx30LfuEem7QckxbB4RWQ, uma:output=_1A0NULfwEem7QckxbB4RWQ, uma:performedPrimarilyBy=_Yp4lIK-6EemRF4v6c146Vw], isSynchronizedWithSource: false)
Element not handled: uma:breakdownElement=org.eclipse.epf.xml.uma.impl.TaskDescriptorImpl@1af822e (name: Report The Project Performance) (group: [uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@103aa2e (name: descriptor_localUsingInfo) (value: _Lw_bsLgAEemz84Wa1wAnQw/mandatoryInput/_T9sXYLgAEemz84Wa1wAnQw/mandatoryInput/_mYxQw7fuEem7QckxbB4RWQ/mandatoryInput/_mYx30LfuEem7QckxbB4RWQ/mandatoryInput/_tgGaoLgAEemz84Wa1wAnQw/mandatoryInput/_Yp4lIK-6EemRF4v6c146Vw/performedPrimarilyBy/_YzCa4LfuEem7QckxbB4RWQ/additionallyPerformedBy/_u2i5cLheEemp1JY05E_Q9A/assistedBy/_zwU6kAGWEeq7_ZQxwn-cJA/mandatoryInput/_Uc4xorf8Eemz84Wa1wAnQw/output/_T55fEAGXEeq7_ZQxwn-cJA/output/_T55fEQGXEeq7_ZQxwn-cJA/output/_T55fEgGXEeq7_ZQxwn-cJA/output/_T55fEwGXEeq7_ZQxwn-cJA/output)], briefDescription: , id: _xbsqULf8Eemz84Wa1wAnQw, orderingGuide: , presentationName: Create The Project Reports, suppressed: false) (fulfill: null, isAbstract: false, nodeicon: null, shapeicon: null) (presentedAfter: null, presentedBefore: null, planningData: null, superActivity: _EYKRwYuyEemyBLjcQ79CyA, group1: null, hasMultipleOccurrences: false, isOptional: false, isPlanned: false, prefix: ) (group2: null, isEventDriven: false, isOngoing: true, isRepeatable: false) (task: null, group3: [uma:additionallyPerformedBy=_YzCa4LfuEem7QckxbB4RWQ, uma:assistedBy=_u2i5cLheEemp1JY05E_Q9A, uma:mandatoryInput=_Lw_bsLgAEemz84Wa1wAnQw, uma:mandatoryInput=_T9sXYLgAEemz84Wa1wAnQw, uma:mandatoryInput=_mYxQw7fuEem7QckxbB4RWQ, uma:mandatoryInput=_mYx30LfuEem7QckxbB4RWQ, uma:mandatoryInput=_tgGaoLgAEemz84Wa1wAnQw, uma:mandatoryInput=_zwU6kAGWEeq7_ZQxwn-cJA, uma:output=_Uc4xorf8Eemz84Wa1wAnQw, uma:output=_T55fEAGXEeq7_ZQxwn-cJA, uma:output=_T55fEQGXEeq7_ZQxwn-cJA, uma:output=_T55fEgGXEeq7_ZQxwn-cJA, uma:output=_T55fEwGXEeq7_ZQxwn-cJA, uma:performedPrimarilyBy=_Yp4lIK-6EemRF4v6c146Vw], isSynchronizedWithSource: false)
Element not handled: uma:breakdownElement=org.eclipse.epf.xml.uma.impl.RoleDescriptorImpl@1d050b0 (name: project_manager_pm) (group: [uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@144bfe (name: descriptor_createdByReference) (value: true), uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@10b0120 (name: me_references) (value: <?xml version="1.0" encoding="UTF-8" standalone="no"?><me_references udtList=""/>)], briefDescription: Responsible role for the project work on a daily basis., id: _Yp4lIK-6EemRF4v6c146Vw, orderingGuide: , presentationName: Project Manager (PM), suppressed: false) (fulfill: null, isAbstract: false, nodeicon: null, shapeicon: null) (presentedAfter: null, presentedBefore: null, planningData: null, superActivity: _EYKRwYuyEemyBLjcQ79CyA, group1: null, hasMultipleOccurrences: false, isOptional: false, isPlanned: false, prefix: ) (isSynchronizedWithSource: true) (role: _QyhO0IrwEem8zIo4sBy82g, responsibleFor: null)
Element not handled: uma:breakdownElement=org.eclipse.epf.xml.uma.impl.RoleDescriptorImpl@1879bf5 (name: project_core_team_pct) (group: [uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@611765 (name: descriptor_createdByReference) (value: true), uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@b8f8ac (name: me_references) (value: <?xml version="1.0" encoding="UTF-8" standalone="no"?><me_references udtList=""/>)], briefDescription: Primary performers of tasks meant to create project deliverables., id: _YbKhwK-8EemRF4v6c146Vw, orderingGuide: , presentationName: Project Core Team (PCT), suppressed: false) (fulfill: null, isAbstract: false, nodeicon: null, shapeicon: null) (presentedAfter: null, presentedBefore: null, planningData: null, superActivity: _EYKRwYuyEemyBLjcQ79CyA, group1: null, hasMultipleOccurrences: false, isOptional: false, isPlanned: false, prefix: ) (isSynchronizedWithSource: true) (role: _iP2BUIrwEem8zIo4sBy82g, responsibleFor: null)
Element not handled: uma:breakdownElement=org.eclipse.epf.xml.uma.impl.RoleDescriptorImpl@173f65a (name: business_manager_bm) (group: [uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@588972 (name: descriptor_createdByReference) (value: true), uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@7676a3 (name: me_references) (value: <?xml version="1.0" encoding="UTF-8" standalone="no"?><me_references udtList=""/>)], briefDescription: Collaborating closely with the Project Manager, this role is involved in a project on a daily basis to ensure the client's needs are fulfilled., id: _YzCa4LfuEem7QckxbB4RWQ, orderingGuide: , presentationName: Business Manager (BM), suppressed: false) (fulfill: null, isAbstract: false, nodeicon: null, shapeicon: null) (presentedAfter: null, presentedBefore: null, planningData: null, superActivity: _EYKRwYuyEemyBLjcQ79CyA, group1: null, hasMultipleOccurrences: false, isOptional: false, isPlanned: false, prefix: ) (isSynchronizedWithSource: true) (role: _ZjhXsFNIEempSa88U3VI0g, responsibleFor: [_mYxQwbfuEem7QckxbB4RWQ])
Element not handled: uma:breakdownElement=org.eclipse.epf.xml.uma.impl.WorkProductDescriptorImpl@1a29799 (name: business_case) (group: [uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@15b61d1 (name: descriptor_createdByReference) (value: true), uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@1587d91 (name: me_references) (value: <?xml version="1.0" encoding="UTF-8" standalone="no"?><me_references udtList=""/>)], briefDescription: Justification of a proposed project based on the organization's strategy., id: _mYxQwbfuEem7QckxbB4RWQ, orderingGuide: , presentationName: Business Case, suppressed: false) (fulfill: null, isAbstract: false, nodeicon: null, shapeicon: null) (presentedAfter: null, presentedBefore: null, planningData: null, superActivity: _EYKRwYuyEemyBLjcQ79CyA, group1: null, hasMultipleOccurrences: false, isOptional: false, isPlanned: false, prefix: ) (isSynchronizedWithSource: true) (workProduct: _cdAGQFNIEempSa88U3VI0g, responsibleRole: null, group2: null, activityEntryState: , activityExitState: )
Element not handled: uma:breakdownElement=org.eclipse.epf.xml.uma.impl.WorkProductDescriptorImpl@8c477 (name: project_charter) (group: [uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@18b83f0 (name: descriptor_createdByReference) (value: true), uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@1b42a39 (name: me_references) (value: <?xml version="1.0" encoding="UTF-8" standalone="no"?><me_references udtList=""/>)], briefDescription: This artefact provides a basis for the more detailed project planning. It defines the project’s objectives (i.e. scope, time, cost, quality), high-level requirements, risks and constraints, as well as the project milestones and deliverable(s)., id: _mYxQwrfuEem7QckxbB4RWQ, orderingGuide: , presentationName: Project Charter, suppressed: false) (fulfill: null, isAbstract: false, nodeicon: null, shapeicon: null) (presentedAfter: null, presentedBefore: null, planningData: null, superActivity: _EYKRwYuyEemyBLjcQ79CyA, group1: null, hasMultipleOccurrences: false, isOptional: false, isPlanned: false, prefix: ) (isSynchronizedWithSource: true) (workProduct: _OH1RkIrtEem8zIo4sBy82g, responsibleRole: null, group2: null, activityEntryState: , activityExitState: )
Element not handled: uma:breakdownElement=org.eclipse.epf.xml.uma.impl.WorkProductDescriptorImpl@16273eb (name: project_handbook) (group: [uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@13d300c (name: descriptor_createdByReference) (value: true), uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@5abd98 (name: me_references) (value: <?xml version="1.0" encoding="UTF-8" standalone="no"?><me_references udtList=""/>)], briefDescription: This document provides key information on approach that has been selected to manage the project. , id: _mYxQw7fuEem7QckxbB4RWQ, orderingGuide: , presentationName: Project Handbook, suppressed: false) (fulfill: null, isAbstract: false, nodeicon: null, shapeicon: null) (presentedAfter: null, presentedBefore: null, planningData: null, superActivity: _EYKRwYuyEemyBLjcQ79CyA, group1: null, hasMultipleOccurrences: false, isOptional: false, isPlanned: false, prefix: ) (isSynchronizedWithSource: true) (workProduct: _O44nIIsFEemPd45ge65XKw, responsibleRole: null, group2: null, activityEntryState: , activityExitState: )
Element not handled: uma:breakdownElement=org.eclipse.epf.xml.uma.impl.WorkProductDescriptorImpl@dbbe48 (name: project_work_plan) (group: [uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@926013 (name: descriptor_createdByReference) (value: true), uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@15935d (name: me_references) (value: <?xml version="1.0" encoding="UTF-8" standalone="no"?><me_references udtList=""/>)], briefDescription: , id: _mYx30LfuEem7QckxbB4RWQ, orderingGuide: , presentationName: Project Work Plan, suppressed: false) (fulfill: null, isAbstract: false, nodeicon: null, shapeicon: null) (presentedAfter: null, presentedBefore: null, planningData: null, superActivity: _EYKRwYuyEemyBLjcQ79CyA, group1: null, hasMultipleOccurrences: false, isOptional: false, isPlanned: false, prefix: ) (isSynchronizedWithSource: true) (workProduct: _T8aycIsFEemPd45ge65XKw, responsibleRole: null, group2: null, activityEntryState: , activityExitState: )
Element not handled: uma:breakdownElement=org.eclipse.epf.xml.uma.impl.WorkProductDescriptorImpl@15641fa (name: signed_off_work_assignments) (group: [uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@e691a6 (name: descriptor_createdByReference) (value: true), uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@117ef91 (name: me_references) (value: <?xml version="1.0" encoding="UTF-8" standalone="no"?><me_references udtList=""/>)], briefDescription: , id: _1A0NULfwEem7QckxbB4RWQ, orderingGuide: , presentationName: Signed off work assignments, suppressed: false) (fulfill: null, isAbstract: false, nodeicon: null, shapeicon: null) (presentedAfter: null, presentedBefore: null, planningData: null, superActivity: _EYKRwYuyEemyBLjcQ79CyA, group1: null, hasMultipleOccurrences: false, isOptional: false, isPlanned: false, prefix: ) (isSynchronizedWithSource: true) (workProduct: _TdbqEK7YEemQ7cTEFn8TSQ, responsibleRole: null, group2: null, activityEntryState: , activityExitState: )
Element not handled: uma:breakdownElement=org.eclipse.epf.xml.uma.impl.WorkProductDescriptorImpl@1fe0315 (name: quality_management_plan) (group: [uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@2adf01 (name: descriptor_createdByReference) (value: true), uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@d310c3 (name: me_references) (value: <?xml version="1.0" encoding="UTF-8" standalone="no"?><me_references udtList=""/>)], briefDescription: , id: _EnzIQLf8Eemz84Wa1wAnQw, orderingGuide: , presentationName: Quality Management Plan, suppressed: false) (fulfill: null, isAbstract: false, nodeicon: null, shapeicon: null) (presentedAfter: null, presentedBefore: null, planningData: null, superActivity: _EYKRwYuyEemyBLjcQ79CyA, group1: null, hasMultipleOccurrences: false, isOptional: false, isPlanned: false, prefix: ) (isSynchronizedWithSource: true) (workProduct: _leOVcK5pEemACMgn_a_4IA, responsibleRole: null, group2: null, activityEntryState: , activityExitState: )
Element not handled: uma:breakdownElement=org.eclipse.epf.xml.uma.impl.WorkProductDescriptorImpl@c20baf (name: audit_reports) (group: [uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@1775ec9 (name: descriptor_createdByReference) (value: true), uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@1dd49b1 (name: me_references) (value: <?xml version="1.0" encoding="UTF-8" standalone="no"?><me_references udtList=""/>)], briefDescription: , id: _Uc4xoLf8Eemz84Wa1wAnQw, orderingGuide: , presentationName: Audit Reports, suppressed: false) (fulfill: null, isAbstract: false, nodeicon: null, shapeicon: null) (presentedAfter: null, presentedBefore: null, planningData: null, superActivity: _EYKRwYuyEemyBLjcQ79CyA, group1: null, hasMultipleOccurrences: false, isOptional: false, isPlanned: false, prefix: ) (isSynchronizedWithSource: true) (workProduct: _VG6JsLZ1EemUUr4qkC10Ww, responsibleRole: null, group2: null, activityEntryState: , activityExitState: )
Element not handled: uma:breakdownElement=org.eclipse.epf.xml.uma.impl.WorkProductDescriptorImpl@1ac09c1 (name: project_logs_updated) (group: [uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@1e5fc28 (name: descriptor_createdByReference) (value: true), uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@4b680b (name: me_references) (value: <?xml version="1.0" encoding="UTF-8" standalone="no"?><me_references udtList=""/>)], briefDescription: , id: _Uc4xobf8Eemz84Wa1wAnQw, orderingGuide: , presentationName: Project Logs (updated), suppressed: false) (fulfill: null, isAbstract: false, nodeicon: null, shapeicon: null) (presentedAfter: null, presentedBefore: null, planningData: null, superActivity: _EYKRwYuyEemyBLjcQ79CyA, group1: null, hasMultipleOccurrences: false, isOptional: false, isPlanned: false, prefix: ) (isSynchronizedWithSource: true) (workProduct: _w1zrYLYBEemvcaGlpNO5Kg, responsibleRole: null, group2: null, activityEntryState: , activityExitState: )
Element not handled: uma:breakdownElement=org.eclipse.epf.xml.uma.impl.WorkProductDescriptorImpl@1dc3f72 (name: quality_review_reports) (group: [uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@97da49 (name: descriptor_createdByReference) (value: true), uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@a3710f (name: me_references) (value: <?xml version="1.0" encoding="UTF-8" standalone="no"?><me_references udtList=""/>)], briefDescription: , id: _Uc4xorf8Eemz84Wa1wAnQw, orderingGuide: , presentationName: Quality Review Reports, suppressed: false) (fulfill: null, isAbstract: false, nodeicon: null, shapeicon: null) (presentedAfter: null, presentedBefore: null, planningData: null, superActivity: _EYKRwYuyEemyBLjcQ79CyA, group1: null, hasMultipleOccurrences: false, isOptional: false, isPlanned: false, prefix: ) (isSynchronizedWithSource: true) (workProduct: _vCuLEK7YEemQ7cTEFn8TSQ, responsibleRole: null, group2: null, activityEntryState: , activityExitState: )
Element not handled: uma:breakdownElement=org.eclipse.epf.xml.uma.impl.WorkProductDescriptorImpl@1c35fe0 (name: communications_management_plan) (group: [uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@132cf85 (name: descriptor_createdByReference) (value: true), uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@1571a38 (name: me_references) (value: <?xml version="1.0" encoding="UTF-8" standalone="no"?><me_references udtList=""/>)], briefDescription: , id: _Lw_bsLgAEemz84Wa1wAnQw, orderingGuide: , presentationName: Communications Management Plan, suppressed: false) (fulfill: null, isAbstract: false, nodeicon: null, shapeicon: null) (presentedAfter: null, presentedBefore: null, planningData: null, superActivity: _EYKRwYuyEemyBLjcQ79CyA, group1: null, hasMultipleOccurrences: false, isOptional: false, isPlanned: false, prefix: ) (isSynchronizedWithSource: true) (workProduct: _vNTp4K5pEemACMgn_a_4IA, responsibleRole: null, group2: null, activityEntryState: , activityExitState: )
